movie_id,title,genres,rating
32,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller,4.161290322580645
33,Pinocchio (1940),Animation|Children|Fantasy|Musical,3.45
34,Fargo (1996),Comedy|Crime|Drama|Thriller,4.116022099447513
35,Mission: Impossible (1996),Action|Adventure|Mystery|Thriller,3.537037037037037
36,James and the Giant Peach (1996),Adventure|Animation|Children|Fantasy|Musical,3.4489795918367347
37,Space Jam (1996),Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi,2.707547169811321
38,"Rock, The (1996)",Action|Adventure|Thriller,3.6404958677685952
39,Twister (1996),Action|Adventure|Romance|Thriller,3.321138211382114
40,Independence Day (a.k.a. ID4) (1996),Action|Adventure|Sci-Fi|Thriller,3.4455445544554455
41,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,3.880434782608696
42,Citizen Kane (1941),Drama|Mystery,4.043478260869565
43,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,3.58
44,Dumbo (1941),Animation|Children|Drama|Musical,3.3857142857142857
45,Bedknobs and Broomsticks (1971),Adventure|Children|Musical,3.4791666666666665
46,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,3.375
47,That Thing You Do! (1996),Comedy|Drama,3.2738095238095237
48,"Ghost and the Darkness, The (1996)",Action|Adventure,3.4761904761904763
49,Swingers (1996),Comedy|Drama,3.6944444444444446
50,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,3.8739495798319328
51,Monty Python's Life of Brian (1979),Comedy,3.9269662921348316
52,Reservoir Dogs (1992),Crime|Mystery|Thriller,4.202290076335878
53,Platoon (1986),Drama|War,3.984126984126984
54,Basic Instinct (1992),Crime|Mystery|Thriller,3.1914893617021276
55,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,3.7663934426229506
56,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,3.475806451612903
57,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,4.161764705882353
58,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,4.2156398104265405
59,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,4.232394366197183
60,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,4.2075
61,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,3.995833333333333
62,Apocalypse Now (1979),Action|Drama|War,4.219626168224299
63,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,4.137755102040816
64,Goodfellas (1990),Crime|Drama,4.25
65,Alien (1979),Horror|Sci-Fi,3.969178082191781
66,Psycho (1960),Crime|Horror,4.036144578313253
67,"Blues Brothers, The (1980)",Action|Comedy|Musical,3.8095238095238093
68,Full Metal Jacket (1987),Drama|War,4.098039215686274
69,"Terminator, The (1984)",Action|Sci-Fi|Thriller,3.8969465648854964
70,Duck Soup (1933),Comedy|Musical|War,3.8043478260869565
71,"Shining, The (1980)",Horror,4.08256880733945
72,Groundhog Day (1993),Comedy|Fantasy|Romance,3.944055944055944
73,Back to the Future (1985),Adventure|Comedy|Sci-Fi,4.038011695906433
74,Highlander (1986),Action|Adventure|Fantasy,3.7291666666666665
75,Young Frankenstein (1974),Comedy|Fantasy,3.9927536231884058
76,Fantasia (1940),Animation|Children|Fantasy|Musical,3.7830188679245285
77,Indiana Jones and the Last Crusade (1989),Action|Adventure,4.046428571428572
78,Pink Floyd: The Wall (1982),Drama|Musical,3.760869565217391
79,Batman Returns (1992),Action|Crime,3.025
80,Sneakers (1992),Action|Comedy|Crime|Drama|Sci-Fi,3.4782608695652173
81,"Last of the Mohicans, The (1992)",Action|Romance|War|Western,3.8333333333333335
82,Grosse Pointe Blank (1997),Comedy|Crime|Romance,3.610169491525424
83,Austin Powers: International Man of Mystery (1997),Action|Adventure|Comedy,3.535
84,Con Air (1997),Action|Adventure|Thriller,3.0338983050847457
85,Face/Off (1997),Action|Crime|Drama|Thriller,3.3701298701298703
86,Men in Black (a.k.a. MIB) (1997),Action|Comedy|Sci-Fi,3.487878787878788
87,Conan the Barbarian (1982),Action|Adventure|Fantasy,3.2580645161290325
88,L.A. Confidential (1997),Crime|Film-Noir|Mystery|Thriller,4.061855670103093
89,"Game, The (1997)",Drama|Mystery|Thriller,3.7012987012987013
90,I Know What You Did Last Summer (1997),Horror|Mystery|Thriller,2.109375
91,Starship Troopers (1997),Action|Sci-Fi,3.33125
92,"Big Lebowski, The (1998)",Comedy|Crime,3.9245283018867925
93,"Wedding Singer, The (1998)",Comedy|Romance,3.419642857142857
94,Wild Things (1998),Crime|Drama|Mystery|Thriller,3.0161290322580645
95,Rocky (1976),Drama,3.828125
96,Labyrinth (1986),Adventure|Fantasy|Musical,3.8214285714285716
97,Lethal Weapon (1987),Action|Comedy|Crime|Drama,3.6733333333333333
98,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,3.5701754385964914
99,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,3.3693181818181817
100,Bambi (1942),Animation|Children|Drama,3.3684210526315788
101,Saving Private Ryan (1998),Action|Drama|War,4.1462765957446805
102,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,3.2083333333333335
103,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,2.7573529411764706
104,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller,3.35
105,"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,3.830188679245283
106,"Rocketeer, The (1991)",Action|Adventure|Sci-Fi,3.2564102564102564
107,Sleeping Beauty (1959),Animation|Children|Musical,3.409090909090909
108,Tron (1982),Action|Adventure|Sci-Fi,3.34
109,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,3.638888888888889
110,Charlotte's Web (1973),Animation|Children,3.5476190476190474
111,"Secret of NIMH, The (1982)",Adventure|Animation|Children|Drama,3.4761904761904763
112,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,3.5813953488372094
113,Beetlejuice (1988),Comedy|Fantasy,3.4725274725274726
114,Willow (1988),Action|Adventure|Fantasy,3.3375
115,"Few Good Men, A (1992)",Crime|Drama|Thriller,3.789473684210526
116,Rush Hour (1998),Action|Comedy|Crime|Thriller,3.261904761904762
117,Edward Scissorhands (1990),Drama|Fantasy|Romance,3.7
118,American History X (1998),Crime|Drama,4.217054263565892
119,Enemy of the State (1998),Action|Thriller,3.4925373134328357
120,King Kong (1933),Action|Adventure|Fantasy|Horror,3.64
121,Rushmore (1998),Comedy|Drama,3.544642857142857
122,Romancing the Stone (1984),Action|Adventure|Comedy|Romance,3.4537037037037037
123,"Thin Red Line, The (1998)",Action|Drama|War,3.3
124,Crocodile Dundee (1986),Adventure|Comedy,3.175438596491228
125,¡Three Amigos! (1986),Comedy|Western,3.1346153846153846
126,Office Space (1999),Comedy|Crime,4.090425531914893
127,Logan's Run (1976),Action|Adventure|Sci-Fi,3.2291666666666665
128,Planet of the Apes (1968),Action|Drama|Sci-Fi,3.8035714285714284
129,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,4.052238805970149
130,"Matrix, The (1999)",Action|Sci-Fi|Thriller,4.192446043165468
131,Go (1999),Comedy|Crime,3.9615384615384617
132,Dick Tracy (1990),Action|Crime,2.8846153846153846
133,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,3.1206896551724137
134,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,3.107142857142857
135,Superman (1978),Action|Adventure|Sci-Fi,3.6065573770491803
136,Superman II (1980),Action|Sci-Fi,3.020408163265306
137,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,3.3412698412698414
138,Run Lola Run (Lola rennt) (1998),Action|Crime,4.0
139,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,3.861842105263158
140,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,3.775
141,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,4.051282051282051
142,Big (1988),Comedy|Drama|Fantasy|Romance,3.71978021978022
143,"13th Warrior, The (1999)",Action|Adventure|Fantasy,2.9038461538461537
144,American Beauty (1999),Drama|Romance,4.056372549019608
145,Excalibur (1981),Adventure|Fantasy,3.64
146,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,3.653409090909091
147,"Dirty Dozen, The (1967)",Action|Drama|War,3.96875
148,Goldfinger (1964),Action|Adventure|Thriller,3.839622641509434
149,From Russia with Love (1963),Action|Adventure|Thriller,3.75
150,Dr. No (1962),Action|Adventure|Thriller,3.712121212121212
151,Fight Club (1999),Action|Crime|Drama|Thriller,4.272935779816514
152,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,3.3714285714285714
153,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,3.5721649484536084
154,Live and Let Die (1973),Action|Adventure|Thriller,3.6956521739130435
155,Thunderball (1965),Action|Adventure|Thriller,3.4791666666666665
156,Being John Malkovich (1999),Comedy|Drama|Fantasy,3.9545454545454546
157,Spaceballs (1987),Comedy|Sci-Fi,3.483050847457627
158,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,3.513888888888889
159,Dogma (1999),Adventure|Comedy|Fantasy,3.6455696202531644
160,"Green Mile, The (1999)",Crime|Drama,4.148648648648648
161,Easy Rider (1969),Adventure|Drama,3.603448275862069
162,"Talented Mr. Ripley, The (1999)",Drama|Mystery|Thriller,3.336734693877551
163,Sister Act (1992),Comedy|Crime,3.0277777777777777
164,Wayne's World (1992),Comedy,3.4754098360655736
165,Scream 3 (2000),Comedy|Horror|Mystery|Thriller,2.6724137931034484
166,JFK (1991),Drama|Mystery|Thriller,3.5
167,"Good Morning, Vietnam (1987)",Comedy|Drama|War,3.802325581395349
168,Grumpy Old Men (1993),Comedy,3.293103448275862
169,Hook (1991),Adventure|Comedy|Fantasy,3.358490566037736
170,Predator (1987),Action|Sci-Fi|Thriller,3.581967213114754
171,Gladiator (2000),Action|Adventure|Drama,3.9382352941176473
172,Road Trip (2000),Comedy,3.0853658536585367
173,Blazing Saddles (1974),Comedy|Western,3.935483870967742
174,Mad Max (1979),Action|Adventure|Sci-Fi,3.486842105263158
175,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller,4.0375
176,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy,3.857142857142857
177,X-Men (2000),Action|Adventure|Sci-Fi,3.699248120300752
178,What About Bob? (1991),Comedy,3.2714285714285714
179,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War,3.9347826086956523
180,"Shawshank Redemption, The (1994)",Crime|Drama,4.429022082018927
181,Good Will Hunting (1997),Drama|Romance,4.078014184397163
182,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller,3.9618320610687023
183,Collateral (2004),Action|Crime|Drama|Thriller,3.7613636363636362
184,Talladega Nights: The Ballad of Ricky Bobby (2006),Action|Comedy,3.25
185,"Departed, The (2006)",Crime|Drama|Thriller,4.252336448598131
186,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,4.238255033557047
187,Step Brothers (2008),Comedy,3.5535714285714284
188,Inglourious Basterds (2009),Action|Drama|War,4.136363636363637
189,Zombieland (2009),Action|Comedy|Horror,3.8773584905660377
190,Shutter Island (2010),Drama|Mystery|Thriller,4.022388059701493
191,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,4.066433566433567
192,"Town, The (2010)",Crime|Drama|Thriller,3.9545454545454546
193,"Dark Knight Rises, The (2012)",Action|Adventure|Crime|IMAX,3.9934210526315788
194,"Girl with the Dragon Tattoo, The (2011)",Drama|Thriller,3.488095238095238
195,Django Unchained (2012),Action|Drama|Western,3.943661971830986
196,"Wolf of Wall Street, The (2013)",Comedy|Crime|Drama,3.9166666666666665
197,Interstellar (2014),Sci-Fi|IMAX,3.993150684931507
198,Whiplash (2014),Drama,4.0394736842105265
199,Ex Machina (2015),Drama|Sci-Fi|Thriller,3.9107142857142856
200,Mad Max: Fury Road (2015),Action|Adventure|Sci-Fi|Thriller,3.8191489361702127
201,Dangerous Minds (1995),Drama,3.1842105263157894
202,Courage Under Fire (1996),Action|Crime|Drama|War,3.3275862068965516
203,Wallace & Gromit: The Best of Aardman Animation (1996),Adventure|Animation|Comedy,4.092592592592593
204,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller,2.9204545454545454
205,My Fair Lady (1964),Comedy|Drama|Musical|Romance,4.042857142857143
206,"Doors, The (1991)",Drama,3.4054054054054053
207,"Deer Hunter, The (1978)",Drama|War,3.8255813953488373
208,Patton (1970),Drama|War,4.121212121212121
209,Field of Dreams (1989),Children|Drama|Fantasy,3.517857142857143
210,Star Trek: The Motion Picture (1979),Adventure|Sci-Fi,3.0444444444444443
211,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,3.4
212,"Thing, The (1982)",Action|Horror|Sci-Fi|Thriller,3.933333333333333
213,You've Got Mail (1998),Comedy|Romance,3.12
214,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,3.4761904761904763
215,Requiem for a Dream (2000),Drama,3.921875
216,2012 (2009),Action|Drama|Sci-Fi|Thriller,2.619047619047619
217,Get Shorty (1995),Comedy|Crime|Thriller,3.49438202247191
218,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,3.983050847457627
219,To Die For (1995),Comedy|Drama|Thriller,3.3125
220,Mighty Aphrodite (1995),Comedy|Drama|Romance,3.4642857142857144
221,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,4.027027027027027
222,Before Sunrise (1995),Drama|Romance,4.041666666666667
223,Heavenly Creatures (1994),Crime|Drama,3.9285714285714284
224,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,3.9393939393939394
225,Muriel's Wedding (1994),Comedy,3.272727272727273
226,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama,3.5972222222222223
227,Bullets Over Broadway (1994),Comedy,3.5833333333333335
228,Four Weddings and a Funeral (1994),Comedy|Romance,3.5194174757281553
229,Maverick (1994),Adventure|Comedy|Western,3.5
230,In the Name of the Father (1993),Drama,4.3
231,"Piano, The (1993)",Drama|Romance,3.540983606557377
232,Sleepless in Seattle (1993),Comedy|Drama|Romance,3.4716981132075473
233,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical,3.7923497267759565
234,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX,3.7705479452054793
235,"Truth About Cats & Dogs, The (1996)",Comedy|Romance,3.3879310344827585
236,"Philadelphia Story, The (1940)",Comedy|Drama|Romance,4.310344827586207
237,Singin' in the Rain (1952),Comedy|Musical|Romance,4.074468085106383
238,Breakfast at Tiffany's (1961),Drama|Romance,3.8472222222222223
239,Rear Window (1954),Mystery|Thriller,4.261904761904762
240,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,4.184210526315789
241,Some Like It Hot (1959),Comedy|Crime,4.01
242,Casablanca (1942),Drama|Romance,4.24
243,Gone with the Wind (1939),Drama|Romance|War,3.6444444444444444
244,Sleeper (1973),Comedy|Sci-Fi,3.75
245,"Fish Called Wanda, A (1988)",Comedy|Crime,3.9225352112676055
246,Bonnie and Clyde (1967),Crime|Drama,4.071428571428571
247,Dial M for Murder (1954),Crime|Mystery|Thriller,4.1
248,"Crying Game, The (1992)",Drama|Romance|Thriller,3.4404761904761907
249,"Grifters, The (1990)",Crime|Drama|Film-Noir,3.6296296296296298
250,"English Patient, The (1996)",Drama|Romance|War,3.7111111111111112
251,Strictly Ballroom (1992),Comedy|Romance,3.659090909090909
252,Brazil (1985),Fantasy|Sci-Fi,4.177966101694915
253,12 Angry Men (1957),Drama,4.149122807017544
254,Amadeus (1984),Drama,4.184210526315789
255,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,4.122222222222222
256,Stand by Me (1986),Adventure|Drama,4.0054945054945055
257,Unforgiven (1992),Drama|Western,4.111111111111111
258,This Is Spinal Tap (1984),Comedy,4.015151515151516
259,Butch Cassidy and the Sundance Kid (1969),Action|Western,3.943548387096774
260,Mars Attacks! (1996),Action|Comedy|Sci-Fi,3.0930232558139537
261,Waiting for Guffman (1996),Comedy,3.875
262,Donnie Brasco (1997),Crime|Drama,3.7403846153846154
263,Conspiracy Theory (1997),Drama|Mystery|Romance|Thriller,2.941860465116279
264,"Full Monty, The (1997)",Comedy|Drama,3.7589285714285716
265,Bulworth (1998),Comedy|Drama|Romance,3.2708333333333335
266,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance,3.566666666666667
267,There's Something About Mary (1998),Comedy|Romance,3.676190476190476
268,West Side Story (1961),Drama|Musical|Romance,3.6029411764705883
269,"Breakfast Club, The (1985)",Comedy|Drama,3.7787610619469025
270,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,4.1875
271,Blue Velvet (1986),Drama|Mystery|Thriller,3.9456521739130435
272,"Jerk, The (1979)",Comedy,3.3703703703703702
273,Pretty in Pink (1986),Comedy|Drama|Romance,3.242424242424242
274,"Gods Must Be Crazy, The (1980)",Adventure|Comedy,3.892857142857143
275,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller,3.98
276,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,4.1477272727272725
277,Elizabeth (1998),Drama,3.6739130434782608
278,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy,3.673076923076923
279,Election (1999),Comedy,3.6607142857142856
280,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy,3.1983471074380163
281,Eyes Wide Shut (1999),Drama|Mystery|Thriller,3.4622641509433962
282,"Sixth Sense, The (1999)",Drama|Horror|Mystery,3.893854748603352
283,"Thomas Crown Affair, The (1999)",Action|Mystery,3.6458333333333335
284,Bowfinger (1999),Comedy,2.960526315789474
285,Airplane! (1980),Comedy,3.8563218390804597
286,Magnolia (1999),Drama,3.7115384615384617
287,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,3.58
288,"League of Their Own, A (1992)",Comedy|Drama,3.466666666666667
289,Wonder Boys (2000),Comedy|Drama,3.659090909090909
290,Erin Brockovich (2000),Drama,3.5285714285714285
291,High Fidelity (2000),Comedy|Drama|Romance,3.6666666666666665
292,Almost Famous (2000),Drama,3.8674698795180724
293,Best in Show (2000),Comedy,3.688679245283019
294,Billy Elliot (2000),Drama,3.8513513513513513
295,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance,3.8363636363636364
296,"Planes, Trains & Automobiles (1987)",Comedy,3.8518518518518516
297,Chocolat (2000),Drama|Romance,3.521276595744681
298,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime,3.8085106382978724
299,Traffic (2000),Crime|Drama|Thriller,3.9
300,Memento (2000),Mystery|Thriller,4.122641509433962
301,Blow (2001),Crime|Drama,3.8137254901960786
302,Bridget Jones's Diary (2001),Comedy|Drama|Romance,3.623076923076923
303,Moulin Rouge (2001),Drama|Musical|Romance,3.590909090909091
304,Ghost World (2001),Comedy|Drama,3.5
305,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,3.7616822429906542
306,Babe (1995),Children|Drama,3.65234375
307,Dead Man Walking (1995),Crime|Drama,3.8358208955223883
308,Clueless (1995),Comedy|Romance,3.293269230769231
309,Apollo 13 (1995),Adventure|Drama|IMAX,3.845771144278607
310,Batman Forever (1995),Action|Adventure|Comedy|Crime,2.9160583941605838
311,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,3.458715596330275
312,Little Women (1994),Drama,3.880952380952381
313,Legends of the Fall (1994),Drama|Romance|War|Western,3.3970588235294117
314,Quiz Show (1994),Drama,3.5185185185185186
315,Ace Ventura: Pet Detective (1994),Comedy,3.040372670807453
316,"Lion King, The (1994)",Adventure|Animation|Children|Drama|Musical|IMAX,3.941860465116279
317,True Lies (1994),Action|Adventure|Comedy|Romance|Thriller,3.497191011235955
318,Addams Family Values (1993),Children|Comedy|Fantasy,3.1011904761904763
319,In the Line of Fire (1993),Action|Thriller,3.692857142857143
320,"Remains of the Day, The (1993)",Drama|Romance,3.6041666666666665
321,"Secret Garden, The (1993)",Children|Drama,3.25
322,Terminator 2: Judgment Day (1991),Action|Sci-Fi,3.970982142857143
323,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,3.616883116883117
324,Pretty Woman (1990),Comedy|Romance,3.4851851851851854
325,Jumanji (1995),Adventure|Children|Fantasy,3.4318181818181817
326,Father of the Bride Part II (1995),Comedy,3.0714285714285716
327,Sabrina (1995),Comedy|Romance,3.185185185185185
328,GoldenEye (1995),Action|Adventure|Thriller,3.496212121212121
329,"American President, The (1995)",Comedy|Drama|Romance,3.6714285714285713
330,Casino (1995),Crime|Drama,3.926829268292683
331,Sense and Sensibility (1995),Drama|Romance,3.7761194029850746
332,Ace Ventura: When Nature Calls (1995),Comedy,2.727272727272727
333,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,3.2222222222222223
334,Powder (1995),Drama|Sci-Fi,3.125
335,Leaving Las Vegas (1995),Drama|Romance,3.625
336,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,3.235294117647059
337,Mr. Holland's Opus (1995),Drama,3.70625
338,Bio-Dome (1996),Comedy,2.532258064516129
339,Broken Arrow (1996),Action|Adventure|Thriller,3.0238095238095237
340,Happy Gilmore (1996),Comedy,3.4393939393939394
341,"Bridges of Madison County, The (1995)",Drama|Romance,3.282608695652174
342,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,3.5434782608695654
343,Down Periscope (1996),Comedy,2.9516129032258065
344,"Birdcage, The (1996)",Comedy,3.494186046511628
345,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,3.2450980392156863
346,Casper (1995),Adventure|Children,2.806451612903226
347,Congo (1995),Action|Adventure|Mystery|Sci-Fi,2.8771929824561404
348,Crimson Tide (1995),Drama|Thriller|War,3.6359223300970873
349,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,3.5555555555555554
350,First Knight (1995),Action|Drama|Romance,3.0833333333333335
351,Hackers (1995),Action|Adventure|Crime|Thriller,3.2285714285714286
352,Mallrats (1995),Comedy|Romance,3.4027777777777777
353,"Net, The (1995)",Action|Crime|Thriller,3.0401785714285716
354,Nine Months (1995),Comedy|Romance,2.8229166666666665
355,Species (1995),Horror|Sci-Fi,2.6666666666666665
356,Under Siege 2: Dark Territory (1995),Action,2.716666666666667
357,"Walk in the Clouds, A (1995)",Drama|Romance,3.4285714285714284
358,Waterworld (1995),Action|Adventure|Sci-Fi,2.9130434782608696
359,Don Juan DeMarco (1995),Comedy|Drama|Romance,3.6125
360,Disclosure (1994),Drama|Thriller,3.5384615384615383
361,Dolores Claiborne (1995),Drama|Thriller,3.3958333333333335
362,French Kiss (1995),Action|Comedy|Romance,3.477777777777778
363,Forget Paris (1995),Comedy|Romance,3.340909090909091
364,I.Q. (1994),Comedy|Romance,3.453488372093023
365,Junior (1994),Comedy|Sci-Fi,2.8285714285714287
366,"Little Princess, A (1995)",Children|Drama,3.9047619047619047
367,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,2.9464285714285716
368,Milk Money (1994),Comedy|Romance,3.25
369,Miracle on 34th Street (1994),Drama,3.223684210526316
370,Nell (1994),Drama,3.3375
371,Natural Born Killers (1994),Action|Crime|Thriller,3.233695652173913
372,Outbreak (1995),Action|Drama|Sci-Fi|Thriller,3.4257425742574257
373,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),Action|Crime|Drama|Thriller,4.018796992481203
374,"Quick and the Dead, The (1995)",Action|Thriller|Western,2.953125
375,"Specialist, The (1994)",Action|Drama|Thriller,3.0789473684210527
376,"Santa Clause, The (1994)",Comedy|Drama|Fantasy,3.2037037037037037
377,Tank Girl (1995),Action|Comedy|Sci-Fi,2.823529411764706
378,Star Trek: Generations (1994),Adventure|Drama|Sci-Fi,3.3935185185185186
379,What's Eating Gilbert Grape (1993),Drama,3.7662337662337664
380,While You Were Sleeping (1995),Comedy|Romance,3.4693877551020407
381,"Client, The (1994)",Drama|Mystery|Thriller,3.3859649122807016
382,"Crow, The (1994)",Action|Crime|Fantasy|Thriller,3.609375
383,"Flintstones, The (1994)",Children|Comedy|Fantasy,2.357142857142857
384,Naked Gun 33 1/3: The Final Insult (1994),Action|Comedy,3.060344827586207
385,"Paper, The (1994)",Comedy|Drama,3.3095238095238093
386,Richie Rich (1994),Children|Comedy,2.2
387,Speed (1994),Action|Romance|Thriller,3.5292397660818713
388,Wyatt Earp (1994),Western,3.0952380952380953
389,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western,2.6454545454545455
390,Cliffhanger (1993),Action|Adventure|Thriller,3.0346534653465347
391,Coneheads (1993),Comedy|Sci-Fi,2.4206349206349205
392,Dave (1993),Comedy|Romance,3.5460526315789473
393,"Firm, The (1993)",Drama|Thriller,3.5346534653465347
394,Free Willy (1993),Adventure|Children|Drama,2.391891891891892
395,Hot Shots! Part Deux (1993),Action|Comedy|War,2.8666666666666667
396,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance,3.2045454545454546
