,movie_id,imdb_id,title,imdb_rating,year,genre,director,cast,cover_url,plot,url
232,232,108160,Sleepless in Seattle,6.8,1993,Comedy | Drama | Romance,Nora Ephron,Tom Hanks|Ross Malinger|Rita Wilson|Victor Garber|Tom Riis Farrell|Carey Lowell|Meg Ryan|Bill Pullman|Le Clanché du Rand|Kevin O'Morrison|David Hyde Pierce|Valerie Wright|Frances Conroy|Tom Tammi|Calvin Trillin|Caroline Aaron|Linda Wallem|LaTanya Richardson Jackson|Rosie O'Donnell|Tom McGowan|Steve Mellor|Marguerite Schertle|Dana Ivey|Brian McConnachie|Rob Reiner|Gaby Hoffmann|Matt Smith|Amanda Maher|Barbara Garrick|Victor Morris|Philip Mihalski|Donald J. Lee Jr.|Mary A. Kelly|Diane Sokolow|Hannah Cox|Rich Hawkins|Tamara Plank|Michael Badalucco|Jeff Mazzola|Philip Levy|Julie Janney|Tony Zazula|John Boylan|Robert Livingston|Butch Stevenson|Sidney Armus|Philip Anagnos|Jason Bortz|Chris Byrne|Scott Duthie|Gary Foster|Phil Mallon|Robert Minkoff|Roger Petan|William Rossman|Nick Taylor,https://m.media-amazon.com/images/M/MV5BNWY1MDJkZGUtZTE2OS00ODZiLTlmNzQtMDZjNzM2ZjkwM2QxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX200_.jpg,"After his wife Maggie passes away, Sam Baldwin and his 8-year-old son Jonah relocate from Chicago to Seattle to escape the grief associated with Maggie's death. Eighteen months later Sam is still grieving and can't sleep. Although Jonah misses his mother, he wants his father to get a new wife despite Sam having not even contemplated dating again. On Christmas Eve, Sam (on Jonah's initiative) ends up pouring his heart out on a national radio talk show about his magical and perfect marriage to Maggie, and how much he still misses her. Among the many women who hear Sam's story and fall in love with him solely because of it is Annie Reed, a Baltimore-based newspaper writer. Annie's infatuation with Sam's story and by association Sam himself is despite being already engaged. But Annie's relationship with her straight-laced fiancé Walter is unlike her dream love life in the movie An Affair to Remember (1957). She even writes to Sam proposing they meet atop the Empire State Building on Valentine's Day. Back in Seattle, Sam has received hundreds of letters from women wanting to meet him. Jonah is excited by one letter in particular from Baltimore and will do whatever he needs to to get his father and Annie together. However, old fashioned Sam wants his future love life to be based on meeting a woman the traditional way and he, in turn, becomes infatuated with an unknown woman he spots a few times in Seattle. Will magic happen twice in Sam's life, and if so will it be with this unknown woman or Annie?",https://www.imdb.com/title/tt0108160
233,233,103639,Aladdin,8.0,1992,Animation | Adventure | Comedy | Family | Fantasy | Musical | Romance,Ron Clements|John Musker,Scott Weinger|Robin Williams|Linda Larkin|Jonathan Freeman|Frank Welker|Gilbert Gottfried|Douglas Seale|Charlie Adler|Jack Angel|Corey Burton|Philip L. Clarke|Jim Cummings|Jennifer Darling|Debi Derryberry|Bruce Gooch|Jerry Houser|Vera Lockwood|Sherry Lynn|Mickie McGowan|Patrick Pinney|Phil Proctor|Bruce Adler|Brad Kane|Lea Salonga|Hal Smith,https://m.media-amazon.com/images/M/MV5BZTg5ZTVmM2EtZjdhZC00MzBjLWEwZTYtNWIwZDczYzZkMzA4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX200_.jpg,"Aladdin is a poor street urchin who spends his time stealing food from the marketplace in the city of Agrabah. His adventures begin when he meets a young girl who happens to be Princess Jasmine, who is forced to be married by her wacky yet estranged father. Aladdin's luck suddenly changes when he retrieves a magical lamp from the Cave of Wonders. What he unwittingly gets is a fun-loving genie who only wishes to have his freedom. Little do they know is that the Sultan's sinister advisor Jafar has his own plans for both Aladdin and the lamp.",https://www.imdb.com/title/tt0103639
234,234,101414,Beauty and the Beast,8.0,1991,Animation | Family | Fantasy | Musical | Romance,Gary Trousdale|Kirk Wise,Robby Benson|Jesse Corti|Rex Everhart|Angela Lansbury|Paige O'Hara|Jerry Orbach|Bradley Pierce|David Ogden Stiers|Richard White|Jo Anne Worley|Mary Kay Bergman|Brian Cummings|Alvin Epstein|Tony Jay|Alec Murphy|Kimmy Robertson|Hal Smith|Kath Soucie|Frank Welker|Jack Angel|Bruce Adler|Scott Barnes|Vanna Bonta|Maureen Brennan|Liz Callaway|Philip L. Clarke|Margery Daley|Jennifer Darling|Albert de Ruiter|George Dvorsky|Bill Farmer|Bruce Fifer|Johnson Flucker|Larry Hansen|Randy Hansen|Mary Ann Hart|Alix Korey|Phyllis Kubey|Herndon Lackey|Sherry Lynn|Mickie McGowan|Larry Moss|Panchali Null|Wilbur Pauley|Jennifer Perito|Caroline Peyton|Patrick Pinney|Cynthia Richards-Hewes|Phil Proctor|Susan Napoli|Gordon Stanley|Stephen Sturk|Brian Harvey,https://m.media-amazon.com/images/M/MV5BMzE5MDM1NDktY2I0OC00YWI5LTk2NzUtYjczNDczOWQxYjM0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX200_.jpg,"Having lived a life in selfishness, young Prince Adam is cursed by a mysterious enchantress to having the appearance of a monstrous beast. His only hope is to learn to love a young woman and earn her love in return in order to redeem himself. Ten years later, his chance shows itself when a young maiden named Belle (Paige O'Hara) offers to take her ill father Maurice's (Rex Everhart's) place as his prisoner. With help from the castle's enchanted staff, Belle learns to appreciate her captor and immediately falls in love with him. Back in the village however, unscrupulous hunter Gaston (Richard White) has his own plans for Belle.",https://www.imdb.com/title/tt0101414
235,235,117979,The Truth About Cats & Dogs,6.3,1996,Comedy | Romance,Michael Lehmann,Uma Thurman|Janeane Garofalo|Ben Chaplin|Jamie Foxx|James McCaffrey|Richard Coca|Stanley DeSantis|Antoinette Valente|Mitch Rouse|La Tanya M. Fisher|Faryn Einhorn|David Cross|Mary Lynn Rajskub|Bob Odenkirk|Dechen Thurman|Victoria Edwards|Lisa Marie Russell|Robert Brinkmann|Josiah Polhemus|Nigel Gibbs|David Phelps|Linda Porter|Michael Burke|Vj Roberts|Hank the Dog|Bonnie Bianco|Monique Parent|Lenny Wilson,https://m.media-amazon.com/images/M/MV5BOWM0MTA4NjItMzM3ZS00NDJmLTg3NWItNGE5ODIyOGJhNzQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX200_.jpg,"Janeane Garofalo plays Dr. Abby Barnes, the ""Truth About Cats and Dogs"" radio question-and-answer show host who unwittingly entices a listener over the radio with her soothing voice and personality. This listener, Brian, tries to meet the Abby from the radio, but Noelle, played by Uma Thurman, is mistaken for the real thing when Brian comes to the studio. Instead of clearing things up right away, the self-conscious Abby allows her best friend, Noelle, a tall, stunning blonde, to take her place for a while. Abby takes on the made-up persona of Donna, while thinking Brian would never go for her, a short, cute, brunette, who thinks she's unattractive. As the real Abby woos Brian over the phone and radio, Noelle, the pseudo-Abby, takes her place in the flesh. As time goes on, Abby feels more and more confident that Brian would rather have the beautiful Noelle than the simply attractive Abby.",https://www.imdb.com/title/tt0117979
236,236,32904,The Philadelphia Story,7.9,1940,Comedy | Romance,George Cukor,Cary Grant|Katharine Hepburn|James Stewart|Ruth Hussey|John Howard|Roland Young|John Halliday|Mary Nash|Virginia Weidler|Henry Daniell|Lionel Pape|Rex Evans|King Baggot|Hillary Brooke|Veda Buckland|Lita Chevret|Russ Clark|Sally Cleaves|David Clyde|Oliver Cross|Robert De Bruce|Dorothy Fay|Dick Gordon|Sam Harris|Claude King|Eric Mayne|Florine McKinney|Frank McLure|Lee Phelps|Hilda Plowright|Paul Power|Helene Reynolds|Mildred Shay|Joseph Sweeney|Ellinor Vanderveer|Helene Whitney|Florence Wix,https://m.media-amazon.com/images/M/MV5BYjQ4ZDA4NGMtMTkwYi00NThiLThhZDUtZTEzNTAxOWYyY2E4XkEyXkFqcGdeQXVyMjUxODE0MDY@._V1_SX200_.jpg,"Philadelphia socialites Tracy Lord and C.K. Dexter Haven married impulsively; their marriage and subsequent divorce are equally passionate. They broke up when Dexter's drinking, a mechanism to cope with Tracy's unforgiving manner toward Dexter's imperfections, became excessive. Two years after their break-up, Tracy is about to remarry in a ceremony at her family's mansion. Her new bridegroom is nouveau-riche businessman and aspiring politician George Kittredge, who is otherwise an ordinary man who idolizes Tracy. The day before the wedding, three unexpected guests show up at the Lord mansion: Macaulay Connor (Mike to his friends) and Elizabeth Imbrie--both friends of Tracy's absent brother Junius--and Dexter. He works for the tabloid Spy magazine and made a deal with its publisher and editor Sidney Kidd to get a story on Tracy's wedding--the wedding of the year--in return for Kidd not publishing a salacious story with accompanying photographs of Tracy's father, Seth Lord, with New York showgirl Tina Marra. In reality, Mike and Liz are the reporter and photographer for Spy. Mike and Liz don't particularly like this assignment or working for Kidd, but their chosen other fields as serious writer and painter don't pay the bills. A suspicious Tracy is onto them, and when Dexter admits the truth, she decides to turn the tables on Mike and Liz. But hours before the wedding, as the more self-assured Dexter and Liz get to work on how to get the Lords out from under Spy's threats, Tracy and Mike, both inebriated, go on a journey of self-discovery with Tracy ultimately coming to her realizations a little faster than Mike.",https://www.imdb.com/title/tt0032904
237,237,45152,Singin' in the Rain,8.3,1952,Comedy | Musical | Romance,Stanley Donen|Gene Kelly,Gene Kelly|Donald O'Connor|Debbie Reynolds|Jean Hagen|Millard Mitchell|Cyd Charisse|Douglas Fowley|Rita Moreno|Dawn Addams|John Albright|Betty Allen|Sue Allen|John Angelo|Marie Ardell|Bette Arlen|David Bair|Lynn Bari|Jimmy Bates|Mary Bayless|Marcella Becker|Margaret Bert|Madge Blake|Lulu Mae Bohrman|Gail Bonney|Chet Brandenburg|Tex Brodus|Barbara Carroll|Gwen Carter|Bill Chatham|Lyle Clark|Mae Clarke|Dorinda Clifton|Harry Cody|Chick Collins|Pat Conway|Jeanne Coyne|Ruby C. Currie|Roy Damron|Fred Datig Jr.|Bert Davidson|Robert Dayo|Gloria Dea|Rudy Del Campo|Patricia Denise|Harry Denny|Kay Deslys|John Dodsworth|King Donovan|Michael Dugan|Phil Dunham|Helen Eby-Rock|Marietta Elliott|Richard Emory|Betty Erbes|Charles Evans|Luigi Faccuito|Tommy Farrell|Don Fields|Ernie Flatt|Bess Flowers|George Ford|Robert Fortier|Bill Foster|Dan Foster|Robert Foulk|Clair Freeman|Kathleen Freeman|Lance Fuller|Doris Fulton|Jeanne Gail|Glen Gallagher|Jon Gardner|Diane Garrett|Jack George|John George|Kenneth Gibson|Shirley Glickman|Mickey Golden|Inez Gorman|A. Cameron Grant|Beatrice Gray|Marion Gray|Robert Haines|William Hamel|Betty Hannon|Sam Harris|Jean Harrison|Timmy Hawkins|Jack Hendricks|Lars Hensen|Dean Henson|Jean Heremans|Stuart Holmes|Joyce Horne|Don Hulbert|Frank Hyers|Patricia Jackson|Ivor James|Morgan Jones|David Kasday|Jan Kayne|Jimmy Kelly|Kenner G. Kemp|Mike Lally|Judy Landon|Joi Lansing|Janet Lavis|Virginia Lee|Meredith Leeds|William F. Leicester|Peggy Leon|Diki Lerner|Bill Lewin|Sylvia Lewis|King Lockwood|John Logan|Leon Lontoc|Shirley Lopez|Leota Lorraine|Joan Maloney|Paul Maxey|Dorothy McCarty|Ann McCrea|Philo McCullough|Ray McDonald|Joseph Mell|Sheila Meyers|Wade Miller|Carl Milletaire|Gloria Moore|Marilyn Moore|Forbes Murray|Peggy Murray|Sally Musick|Anne Neyland|Ruth Packard|Dorothy Patrick|Allen Pinson|'Snub' Pollard|Angi O. Poulos|George Reeder|Charles Regan|Shirley Jean Rickert|Joanne Rio|Joel Robinson|Joette Robinson|Tony Rocke|Victor Romito|Dennis Ross|Paul Salata|Cosmo Sardo|Audrey Saunders|Russell Saunders|William Schallert|Phil Schumacher|Betty Scott|David Sharpe|Bert Spencer|Elaine Stewart|Robert Street|Ben Strobach|Brick Sullivan|Allen Sutherland|Julius Tannen|Harry Tenbrook|Beverly Thomas|Beverly Thompson|Jimmy Thompson|Dee Turnell|Lana Turner|Dorothy Tuttle|Tyra Vaughn|Pat Walker|Tommy Walker|Audrey Washburn|Bobby Watson|Ray Weamer|John Wilder|Camille Williams|Chalky Williams|Robert B. Williams|Wilson Wood|Adam York|Kaylee-Jay Mick York|Norma Zimmer,https://m.media-amazon.com/images/M/MV5BZDRjNGViMjQtOThlMi00MTA3LThkYzQtNzJkYjBkMGE0YzE1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX200_.jpg,"1927 Hollywood. Monumental Pictures' biggest stars, glamorous on-screen couple Lina Lamont and Don Lockwood, are also an off-screen couple if the trade papers and gossip columns are to be believed. Both perpetuate the public perception if only to please their adoring fans and bring people into the movie theaters. In reality, Don barely tolerates her, while Lina, despite thinking Don beneath her, simplemindedly believes what she sees on screen in order to bolster her own stardom and sense of self-importance. R.F. Simpson, Monumental's head, dismisses what he thinks is a flash in the pan: talking pictures. It isn't until The Jazz Singer (1927) becomes a bona fide hit which results in all the movie theaters installing sound equipment that R.F. knows Monumental, most specifically in the form of Don and Lina, have to jump on the talking picture bandwagon, despite no one at the studio knowing anything about the technology. Musician Cosmo Brown, Don's best friend, gets hired as Monumental's ideas man and musical director. And by this time, Don has secretly started dating Kathy Selden, a chorus girl who is trying to make it big in pictures herself. Don and Kathy's relationship is despite their less than friendly initial meeting. Cosmo and Kathy help Don, who had worked his way up through the movie ranks to stardom, try make the leap to talking picture stardom, with Kathy following along the way. However, they have to overcome the technological issues. But the bigger problem is Lina, who will do anything to ensure she also makes the successful leap into talking pictures, despite her own inabilities and at anyone and everyone else's expense if they get in her way, especially Kathy as Don's off screen girlfriend and possibly his new talking picture leading lady.",https://www.imdb.com/title/tt0045152
238,238,54698,Breakfast at Tiffany's,7.6,1961,Comedy | Drama | Romance,Blake Edwards,Audrey Hepburn|George Peppard|Patricia Neal|Buddy Ebsen|Martin Balsam|José Luis de Vilallonga|John McGiver|Dorothy Whitney|Stanley Adams|Elvia Allman|Alan Reed|Beverly Powers|Claude Stroud|Orangey|Mickey Rooney|Don Anderson|Al Avalon|Janet Banzet|Henry Barnard|Henry Beckman|Arthur Berkeley|Nicky Blair|Mel Blanc|Willie Bloom|Bill Bradley|Thayer Burton|Florine Carlan|Sue Casey|Roydon Clark|Marian Collier|Christine Corbin|Dick Crockett|Tom Curtis|Tommy Farrell|James Field|George Fields|Joseph Glick|Joe Gray|Joseph J. Greene|Sam Harris|Pete Kellett|Barbara Kelley|Kip King|Frank Kreig|Gil Lamb|Hanna Landy|James Lanphier|Mary LeBow|Paul Lees|Leatrice Leigh|Mel Leonard|Leota Lorraine|Mike Mahoney|Frank Marth|Fay McKenzie|William Meader|Joyce Meadows|Jim Michael|Harold Miller|Hollis Morrison|Kate Murtagh|Bill Neff|Miriam Nelson|Chuck Niles|Peggy Patten|Robert Patten|John Perri|Michael Quinlivan|William Benegal Rau|Tony Regan|Joe Scott|Charles Sherlock|Annabella Soong|Helen Spring|Joan Staley|Richard Stapley|Nino Tempo|Towyna Thomas|Danny Truppi|Glen Vernon|Linda Wong|Wilson Wood|Michael Zaslow,https://m.media-amazon.com/images/M/MV5BNGEwMTRmZTQtMDY4Ni00MTliLTk5ZmMtOWMxYWMyMTllMDg0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX200_.jpg,"After one of her frequent visits to Tiffany's--New York City's luxury jewellery store--and the maximum security Sing-Sing prison for mobster Sally Tomato's weekly weather report, Holly Golightly, Manhattan's elegant socialite, finds herself infatuated with Paul Varjak, her handsome new neighbour. While stuck in a persistent creative rut, Paul is captivated by Holly's dazzling superficial world; of course, not because he likes the idea that he reminds her of her brother, but because, little by little, he succumbs to Holly's beguiling allure. And even though they don't openly admit it, the two reluctant lovers have a past they struggle to keep at bay. However, are their well-hidden secrets powerful enough to keep them apart? After all, Paul and Holly are meant for each other. Will an early-morning breakfast at Tiffany's be the prelude to a breezy young love affair?",https://www.imdb.com/title/tt0054698
239,239,47396,Rear Window,8.5,1954,Mystery | Thriller,Alfred Hitchcock,James Stewart|Grace Kelly|Wendell Corey|Thelma Ritter|Raymond Burr|Judith Evelyn|Ross Bagdasarian|Georgine Darcy|Sara Berner|Frank Cady|Jesslyn Fax|Rand Harper|Irene Winston|Havis Davenport|Jerry Antes|Barbara Bailey|Benny Bartlett|Nick Borgani|Sue Casey|Iphigenie Castiglioni|James Cornell|Don Dunning|Marla English|Bess Flowers|Art Gilmore|Fred Graham|Kathryn Grant|Charles Harvey|Len Hendry|Alfred Hitchcock|Harry Landers|Alan Lee|Mike Mahoney|Jonni Paris|Eddie Parker|Robert Sherman|Dick Simmons|Ralph Smiley|Jack Stoney|Anthony Warde|Gig Young,https://m.media-amazon.com/images/M/MV5BNGUxYWM3M2MtMGM3Mi00ZmRiLWE0NGQtZjE5ODI2OTJhNTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX200_.jpg,"Professional photographer L.B. ""Jeff"" Jefferies breaks his leg while getting an action shot at an auto race. Confined to his New York apartment, he spends his time looking out of the rear window observing the neighbors. He begins to suspect that a man across the courtyard may have murdered his wife. Jeff enlists the help of his high society fashion-consultant girlfriend Lisa Fremont and his visiting nurse Stella to investigate.",https://www.imdb.com/title/tt0047396
240,240,53125,North by Northwest,8.3,1959,Action | Adventure | Mystery | Thriller,Alfred Hitchcock,Cary Grant|Eva Marie Saint|James Mason|Jessie Royce Landis|Leo G. Carroll|Josephine Hutchinson|Philip Ober|Martin Landau|Adam Williams|Edward Platt|Robert Ellenstein|Les Tremayne|Philip Coolidge|Patrick McVey|Edward Binns|Ken Lynch|Stanley Adams|John Alban|Andy Albin|John Albright|Anne Anderson|Don Anderson|Ernest Anderson|Malcolm Atterbury|Tol Avery|Sam Bagley|Rama Bai|Frank Baker|Baynes Barron|Brandon Beach|John Beradino|Sara Berner|Audrey Betz|Stephen Bolster|Boyd Cabeen|Roger C. Carmel|Steve Carruthers|Gordon Carveth|Taggart Casey|Bill Catching|Bob Coe|David A. Cox|Walter Coy|Jimmy Cross|Lucille Curtis|Patricia Cutts|Jack Daly|John Damler|Lawrence Dobkin|Donna Douglas|Dan Dowling|Ken DuMain|Daniel Elam|Tommy Farrell|Jesslyn Fax|Adolph Faylauer|Bess Flowers|Josephine Forsberg|Sally Fraser|Paul Genge|Kenneth Gibson|Ned Glass|James Gonzalez|Tom Greenway|Robert Haines|Stuart Hall|Len Hendry|Alfred Hitchcock|Stuart Holmes|Hideo Inamura|Eugene Jackson|Bobby Johnson|Dick Johnstone|Sid Kane|Kenner G. Kemp|Madge Kennedy|Colin Kenny|Doreen Lang|Perk Lazelle|Larry Leverett|Carl M. Leviness|Caryl Lincoln|Alexander Lockwood|Leota Lorraine|Frank Marlowe|Nora Marlowe|Tom Marshall|Thomas Martin|James McCallion|Maura McGiveney|Carl Milletaire|Hans Moebus|Howard Negley|Monty O'Grady|Henry O'Neill|John Pedrini|Murray Pollack|Charles Postal|Maudie Prickett|Hugh Pryor|Anthony Redondo|Ralph Reed|Greg Rhinelander|Lili Rosson|John Roy|Cosmo Sardo|Jeffrey Sayre|Scott Seaton|Harry Seymour|Robert Shayne|Larry Sherman|Ami Silvestre|Doris Singh|Jeremy Slate|Olan Soule|Bert Spencer|Helen Spring|Harvey Stephens|Bert Stevens|Harry Strang|Robert Strong|Joe Szorentini|Paul Togawa|Arthur Tovey|Dale Van Sickel|Ray Weaver|Susan Whitney|Luree Wiese|Frank Wilcox|Lloyd Williams|Robert B. Williams|Paula Winslowe|Wilson Wood|Carleton Young|Ernesto Zambrano,https://m.media-amazon.com/images/M/MV5BZDA3NDExMTUtMDlhOC00MmQ5LWExZGUtYmI1NGVlZWI4OWNiXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX200_.jpg,"Madison Avenue advertising man Roger Thornhill finds himself thrust into the world of spies when he is mistaken for a man by the name of George Kaplan. Foreign spy Philip Vandamm and his henchman Leonard try to eliminate him but when Thornhill tries to make sense of the case, he is framed for murder. Now on the run from the police, he manages to board the 20th Century Limited bound for Chicago where he meets a beautiful blond, Eve Kendall, who helps him to evade the authorities. His world is turned upside down yet again when he learns that Eve isn't the innocent bystander he thought she was. Not all is as it seems however, leading to a dramatic rescue and escape at the top of Mt. Rushmore.",https://www.imdb.com/title/tt0053125
241,241,53291,Some Like It Hot,8.2,1959,Comedy | Music | Romance,Billy Wilder,Marilyn Monroe|Tony Curtis|Jack Lemmon|George Raft|Pat O'Brien|Joe E. Brown|Nehemiah Persoff|Joan Shawlee|Billy Gray|George E. Stone|Dave Barry|Mike Mazurki|Harry Wilson|Beverly Wills|Barbara Drew|Edward G. Robinson Jr.|Sam Bagley|Brandon Beach|Phil Bloom|Willie Bloom|Al Breneman|Steve Carruthers|James J. Casino|Noble 'Kid' Chissell|Beulah Christian|Ted Christy|Robert Cole|Marian Collier|Pat Comiskey|Bing Conley|Paul Cristo|Harry Denny|Jimmy Dime|Franklyn Farnum|Joan Fields|Duke Fishman|Mary Foley|George Ford|Paul Frees|Joanne Genthon|Bobby Gilbert|Joseph Glick|Jack Gordon|Joe Gray|Stuart Hall|Sam Harris|Harold 'Tommy' Hart|Ted Hook|Shep Houghton|John Indrisano|Tom Kennedy|Joseph La Cava|George Lake|Carl M. Leviness|King Lockwood|John Logan|Hank Mann|Tiger Joe Marsh|Jack Mather|Tipp McClure|Penny McGuiggan|Frank McLure|Laurie Mitchell|William H. O'Brien|Colleen O'Sullivan|Joe Palma|Helen Perry|Jack Perry|Danny Richards Jr.|Edwin Rochelle|John Roy|Cosmo Sardo|Scott Seaton|Sammy Shack|Fred Sherman|Carl Sklover|Bert Stevens|Gloria Tennes|Arthur Tovey|Sid Troy|Ralph Volkie|Tito Vuolo|Sandra Warner|Billy Wayne|Grace Lee Whitney,https://m.media-amazon.com/images/M/MV5BNzAyOGIxYjAtMGY2NC00ZTgyLWIwMWEtYzY0OWQ4NDFjOTc5XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX200_.jpg,"After two Chicago musicians, Joe and Jerry, witness the the St. Valentine's Day massacre, they want to get out of town and get away from the gangster responsible, Spats Colombo. They're desperate to get a gig out of town but the only job they know of is in an all-girl band heading to Florida. They show up at the train station as Josephine and Daphne, the replacement saxophone and bass players. They certainly enjoy being around the girls, especially Sugar Kane Kowalczyk who sings and plays the ukulele. Joe in particular sets out to woo her while Jerry/Daphne is wooed by a millionaire, Osgood Fielding III. Mayhem ensues as the two men try to keep their true identities hidden and Spats Colombo and his crew show up for a meeting with several other crime lords.",https://www.imdb.com/title/tt0053291
242,242,34583,Casablanca,8.5,1942,Drama | Romance | War,Michael Curtiz,Humphrey Bogart|Ingrid Bergman|Paul Henreid|Claude Rains|Conrad Veidt|Sydney Greenstreet|Peter Lorre|S.Z. Sakall|Madeleine Lebeau|Dooley Wilson|Joy Page|John Qualen|Leonid Kinskey|Curt Bois|Abdullah Abbas|Enrique Acosta|Ed Agresti|Arnet Amos|Louis V. Arco|Frank Arnold|Brandon Beach|Leon Belasco|Nino Bellini|Trude Berliner|Oliver Blake|Monte Blue|Eugene Borden|Dick Botiller|Maurice Brierre|Anita Camargo|George M. Carleton|Spencer Chan|Melie Chang|Tex Cooper|Gino Corrado|Franco Corsaro|Adrienne D'Ambricourt|Marcel Dalio|Helmut Dantine|Jean De Briac|George Dee|Jean Del Val|Carl Deloro|Joseph DeVillard|Arthur Dulac|William Edmunds|Herbert Evans|Fred Farrell|O.K. Ford|Martin Garralaga|Gregory Gaye|Gregory Golubeff|Ilka Grüning|Creighton Hale|Winifred Harris|Jamiel Hasson|Arthur Stuart Hull|Olaf Hytten|Paul Irving|Kay Koury|Charles La Torre|George J. Lewis|Max Linder|Manuel Lopez|Jacques Lory|Lou Marcelle|Michael Mark|Tony Martelli|Frank Mazzola|George Meeker|Lal Chand Mehra|Hercules Mendez|Louis Mercier|Torben Meyer|Mike Morelli|Alberto Morin|Leo Mostovoy|Corinna Mura|Sol Murgi|Barry Norton|Monty O'Grady|Lotte Palfi Andor|Paul Panzer|Manuel París|Rene Pedrini|Alexander Pollard|Paul Porcasi|Frank Puglia|Georges Renavent|Dewey Robinson|Victor Romito|Henry Rowland|Richard Ryen|Dan Seymour|Nick Shaid|Lester Sharpe|Bhogwan Singh|Dina Smirnova|Gerald Oliver Smith|George Sorel|Geoffrey Steele|Ludwig Stössel|Mike Tellegen|Sid Troy|Rafael Trujillo|Jacques Vanaire|Ellinor Vanderveer|Norma Varden|Hans Heinrich von Twardowski|Leo White|Jack Wise|Jean Wong|Wolfgang Zilzer,https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX200_.jpg,"The story of Rick Blaine, a cynical world-weary ex-patriate who runs a nightclub in Casablanca, Morocco during the early stages of WWII. Despite the pressure he constantly receives from the local authorities, Rick's cafe has become a kind of haven for refugees seeking to obtain illicit letters that will help them escape to America. But when Ilsa, a former lover of Rick's, and her husband, show up to his cafe one day, Rick faces a tough challenge which will bring up unforeseen complications, heartbreak and ultimately an excruciating decision to make.",https://www.imdb.com/title/tt0034583
